,Series Name,Description,Frequency,Start,End
276,FA615013005.A,"Finance companies; gross fixed investment, nonresidential structures, equipment, and intellectual property products excluding securitized equipment ",A,12-31-1946,12-31-2014
277,FA615013005.Q,"Finance companies; gross fixed investment, nonresidential structures, equipment, and intellectual property products excluding securitized equipment ",Q,12-31-1946,06-30-2015
278,FA616000105.A,Finance companies; gross saving including foreign earnings retained abroad and CCAdj,A,12-31-1946,12-31-2014
279,FA616000105.Q,Finance companies; gross saving including foreign earnings retained abroad and CCAdj,Q,12-31-1946,06-30-2015
280,FA617005005.A,Finance companies; sector discrepancy,A,12-31-1946,12-31-2014
281,FR773081105.Q,Captive financial institutions and money lenders; equity and investment fund shares excluding mutual fund shares and money market fund shares; asset (IMA),Q,12-31-1946,06-30-2015
282,FR773081115.A,Captive financial institutions and money lenders; other equity; asset (IMA),A,12-31-1946,12-31-2014
283,FR773081115.Q,Captive financial institutions and money lenders; other equity; asset (IMA),Q,12-31-1946,06-30-2015
284,FR773163005.A,Captive financial institutions and money lenders; corporate and foreign bonds; liability,A,12-31-1946,12-31-2014
285,FR773163005.Q,Captive financial institutions and money lenders; corporate and foreign bonds; liability,Q,12-31-1946,06-30-2015
286,FR773164105.A,Captive financial institutions and money lenders; corporate equities; liability,A,12-31-1946,12-31-2014
287,FR773164105.Q,Captive financial institutions and money lenders; corporate equities; liability,Q,12-31-1946,06-30-2015
288,FR773169105.A,Captive financial institutions and money lenders; commercial paper; liability,A,12-31-1946,12-31-2014
289,FR773169105.Q,Captive financial institutions and money lenders; commercial paper; liability,Q,12-31-1946,06-30-2015
290,FR773181105.A,Captive financial institutions and money lenders; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),A,12-31-1946,12-31-2014
291,FR773181105.Q,Captive financial institutions and money lenders; equity and investment fund shares excluding mutual fund shares and money market fund shares; liability (IMA),Q,12-31-1946,06-30-2015
292,FR773193005.A,Captive financial institutions and money lenders; unidentified miscellaneous liabilities,A,12-31-1946,12-31-2014
293,FR773193005.Q,Captive financial institutions and money lenders; unidentified miscellaneous liabilities,Q,12-31-1946,06-30-2015
294,FA104141005.A,Nonfinancial corporate business; short-term loans; liability ,A,12-31-1946,12-31-2014
295,FA104141005.Q,Nonfinancial corporate business; short-term loans; liability ,Q,12-31-1946,06-30-2015
296,FA104150005.A,Nonfinancial corporate business; total short-term liabilities,A,12-31-1946,12-31-2014
297,FA104150005.Q,Nonfinancial corporate business; total short-term liabilities,Q,12-31-1946,06-30-2015
298,FA104190005.A,Nonfinancial corporate business; total liabilities,A,12-31-1946,12-31-2014
299,FA104190005.Q,Nonfinancial corporate business; total liabilities,Q,12-31-1946,06-30-2015
300,FA105000005.A,Nonfinancial corporate business; net lending (+) or borrowing (-) (financial account),A,12-31-1946,12-31-2014
301,FA105000005.Q,Nonfinancial corporate business; net lending (+) or borrowing (-) (financial account),Q,12-31-1946,06-30-2015
302,FA105000905.A,"Nonfinancial corporate business; net lending (+) or borrowing (-) (capital account), includes statistical discrepancy",A,12-31-1946,12-31-2014
303,FA105000905.Q,"Nonfinancial corporate business; net lending (+) or borrowing (-) (capital account), includes statistical discrepancy",Q,12-31-1946,06-30-2015
304,FA105000995.A,"Nonfinancial corporate business; net lending (+) or borrowing (-) (capital account), excludes statistical discrepancy",A,12-31-1946,12-31-2014
305,FA105000995.Q,"Nonfinancial corporate business; net lending (+) or borrowing (-) (capital account), excludes statistical discrepancy",Q,12-31-1946,06-30-2015
306,FA105005305.A,Nonfinancial corporate business; capital expenditures less the sum of U.S. internal funds and IVA (financing gap),A,12-31-1946,12-31-2014
307,FA105005305.Q,Nonfinancial corporate business; capital expenditures less the sum of U.S. internal funds and IVA (financing gap),Q,12-31-1946,06-30-2015
308,FR513190005.A,Property-casualty insurance companies; total miscellaneous liabilities,A,12-31-1946,12-31-2014
309,FR513190005.Q,Property-casualty insurance companies; total miscellaneous liabilities,Q,12-31-1946,06-30-2015
310,FR513192003.A,Property-casualty insurance companies; foreign direct investment in U.S.; liability,A,12-31-1946,12-31-2014
311,FR513192003.Q,Property-casualty insurance companies; foreign direct investment in U.S.; liability,Q,12-31-1946,06-30-2015
312,FR513194733.A,Property-casualty insurance companies; net transactions due to holding companies; liability ,A,12-31-1946,12-31-2014
313,FR513194733.Q,Property-casualty insurance companies; net transactions due to holding companies; liability ,Q,12-31-1946,06-30-2015
314,FR514022005.A,Property-casualty insurance companies; debt securities; asset,A,12-31-1946,12-31-2014
315,FR514022005.Q,Property-casualty insurance companies; debt securities; asset,Q,12-31-1946,06-30-2015
316,FR514022405.A,Property-casualty insurance companies; short-term debt securities; asset,A,12-31-1946,12-31-2014
317,FR514022405.Q,Property-casualty insurance companies; short-term debt securities; asset,Q,12-31-1946,06-30-2015
318,FR514022605.A,Property-casualty insurance companies; long-term debt securities; asset,A,12-31-1946,12-31-2014
319,FR514022605.Q,Property-casualty insurance companies; long-term debt securities; asset,Q,12-31-1946,06-30-2015
320,FR514035005.A,Property-casualty insurance companies; total loans including security repurchase agreements; asset ,A,12-31-1946,12-31-2014
321,FR514035005.Q,Property-casualty insurance companies; total loans including security repurchase agreements; asset ,Q,12-31-1946,06-30-2015
322,FL543081205.A,Life insurance companies; mutual fund and money market fund shares; asset,A,12-31-1945,12-31-2014
323,FL543081205.Q,Life insurance companies; mutual fund and money market fund shares; asset,Q,12-31-1945,06-30-2015
324,FL543090005.A,Life insurance companies; total miscellaneous assets,A,12-31-1945,12-31-2014
325,FL543090005.Q,Life insurance companies; total miscellaneous assets,Q,12-31-1945,06-30-2015
326,FL543090075.A,"Life insurance companies, general accounts; total miscellaneous assets",A,12-31-1945,12-31-2014
327,FL543090075.Q,"Life insurance companies, general accounts; total miscellaneous assets",Q,12-31-1945,06-30-2015
328,FL543090085.A,"Life insurance companies, separate accounts; total miscellaneous assets",A,12-31-1945,12-31-2014
329,FL543090085.Q,"Life insurance companies, separate accounts; total miscellaneous assets",Q,12-31-1945,06-30-2015
330,FL543092073.A,"Life insurance companies, general accounts; U.S. direct investment abroad; asset",A,12-31-1945,12-31-2014
331,FL543092073.Q,"Life insurance companies, general accounts; U.S. direct investment abroad; asset",Q,12-31-1945,06-30-2015
332,FL543092473.A,"Life insurance companies, general accounts; equity in FHLB; asset",A,12-31-1945,12-31-2014
333,FL543092473.Q,"Life insurance companies, general accounts; equity in FHLB; asset",Q,12-31-1945,06-30-2015
334,FL543093005.A,Life insurance companies; unidentified miscellaneous assets,A,12-31-1945,12-31-2014
335,FL543093005.Q,Life insurance companies; unidentified miscellaneous assets,Q,12-31-1945,06-30-2015
336,FL543131503.A,Life insurance companies; IRAs; liability,A,12-31-1981,12-31-2014
337,FL664194005.Q,Security brokers and dealers; total liabilities and equity,Q,12-31-1945,06-30-2015
338,FL665000005.A,Security brokers and dealers; net lending (+) or borrowing (-) (financial account),A,12-31-1945,12-31-2014
339,FL665000005.Q,Security brokers and dealers; net lending (+) or borrowing (-) (financial account),Q,12-31-1945,06-30-2015
340,FL673061103.A,Issuers of asset-backed securities; Treasury securities; asset,A,12-31-1945,12-31-2014
341,FL673061103.Q,Issuers of asset-backed securities; Treasury securities; asset,Q,03-31-1945,06-30-2015
342,FL673061703.A,Issuers of asset-backed securities; agency- and GSE-backed securities; asset,A,12-31-1945,12-31-2014
343,FL673061703.Q,Issuers of asset-backed securities; agency- and GSE-backed securities; asset,Q,12-31-1945,06-30-2015
344,FL673065005.A,Issuers of asset-backed securities; total mortgages; asset,A,12-31-1945,12-31-2014
345,FL673065005.Q,Issuers of asset-backed securities; total mortgages; asset,Q,12-31-1945,06-30-2015
346,FL673065105.A,Issuers of asset-backed securities; home mortgages; asset,A,12-31-1945,12-31-2014
347,FL673065105.Q,Issuers of asset-backed securities; home mortgages; asset,Q,12-31-1945,06-30-2015
348,FL673065123.A,Issuers of asset-backed securities; home equity loans; asset,A,12-31-1990,12-31-2014
349,FL673065123.Q,Issuers of asset-backed securities; home equity loans; asset,Q,12-31-1990,06-30-2015
350,FL673065405.A,Issuers of asset-backed securities; multifamily residential mortgages; asset,A,12-31-1945,12-31-2014
351,FL673065405.Q,Issuers of asset-backed securities; multifamily residential mortgages; asset,Q,12-31-1945,06-30-2015
352,FR115035005.A,Nonfinancial noncorporate business; real estate at market value,A,12-31-1946,12-31-2014
353,FR115035005.Q,Nonfinancial noncorporate business; real estate at market value,Q,12-31-1946,06-30-2015
354,FR115035023.A,Nonfinancial noncorporate business; residential real estate at market value,A,12-31-1946,12-31-2014
355,FR115035023.Q,Nonfinancial noncorporate business; residential real estate at market value,Q,12-31-1946,06-30-2015
356,FR115035035.A,Nonfinancial noncorporate business; nonresidential real estate at market value ,A,12-31-1946,12-31-2014
357,FR115035035.Q,Nonfinancial noncorporate business; nonresidential real estate at market value ,Q,12-31-1946,06-30-2015
358,FR115114005.A,Nonfinancial noncorporate business; U.S. real estate owned by foreigners; liability,A,12-31-1946,12-31-2014
359,FR115114005.Q,Nonfinancial noncorporate business; U.S. real estate owned by foreigners; liability,Q,12-31-1946,06-30-2015
360,FR118100005.A,Nonfinancial noncorporate business; holding gains on assets at current cost,A,12-31-1946,12-31-2014
361,FR118100005.Q,Nonfinancial noncorporate business; holding gains on assets at current cost,Q,12-31-1946,06-30-2015
362,FR118200005.A,Nonfinancial noncorporate business; changes in net worth due to nominal holding gains/losses (IMA),A,12-31-1946,12-31-2014
363,FR118200005.Q,Nonfinancial noncorporate business; changes in net worth due to nominal holding gains/losses (IMA),Q,12-31-1946,06-30-2015
364,FR143020005.A,Nonfinancial business; checkable deposits and currency; asset,A,12-31-1946,12-31-2014
365,FR143020005.Q,Nonfinancial business; checkable deposits and currency; asset,Q,12-31-1946,06-30-2015
366,FR263192005.A,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (current cost)",A,12-31-1946,12-31-2014
367,FR263192005.Q,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (current cost)",Q,12-31-1946,06-30-2015
368,FR263192035.A,Rest of the world; net incurrence direct investment liabilities (asset/liability basis; current cost),A,12-31-1983,12-31-2014
369,FR263192035.Q,Rest of the world; net incurrence direct investment liabilities (asset/liability basis; current cost),Q,03-31-1983,06-30-2015
370,FR263192045.A,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (market value)",A,12-31-1983,12-31-2014
371,FR263192045.Q,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (market value)",Q,03-31-1983,06-30-2015
372,FR263192055.A,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (historical cost)",A,12-31-1983,12-31-2014
373,FR263192055.Q,"Rest of the world; U.S. direct investment abroad, including Netherlands Antillean Financial subsidiaries; liability (historical cost)",Q,03-31-1983,06-30-2015
374,FR263192101.A,Rest of the world; U.S. direct investment abroad: equity; liability (current cost),A,12-31-1983,12-31-2014
375,FR263192101.Q,Rest of the world; U.S. direct investment abroad: equity; liability (current cost),Q,03-31-1983,06-30-2015
376,FR263192141.A,Rest of the world; U.S. direct investment abroad: equity; liability (market value),A,12-31-1983,12-31-2014
377,FR263192141.Q,Rest of the world; U.S. direct investment abroad: equity; liability (market value),Q,03-31-1982,06-30-2015
378,FU105013005.A,"Nonfinancial corporate business; gross fixed investment, nonresidential structures, equipment, and intellectual property products",A,12-31-1946,12-31-2014
379,FU105013005.Q,"Nonfinancial corporate business; gross fixed investment, nonresidential structures, equipment, and intellectual property products",Q,12-31-1946,06-30-2015
380,FU105013213.A,"Nonfinancial corporate business; nonresidential equipment, historical cost basis",A,12-31-1946,12-31-2014
381,FU105013213.Q,"Nonfinancial corporate business; nonresidential equipment, historical cost basis",Q,12-31-1946,06-30-2015
382,FU105013613.A,"Nonfinancial corporate business; nonresidential structures, historical cost basis",A,12-31-1946,12-31-2014
383,FU105013613.Q,"Nonfinancial corporate business; nonresidential structures, historical cost basis",Q,12-31-1946,06-30-2015
384,FU105013665.A,"Nonfinancial corporate business; nonresidential structures, current cost basis",A,12-31-1946,12-31-2014
385,FU105013665.Q,"Nonfinancial corporate business; nonresidential structures, current cost basis",Q,12-31-1946,06-30-2015
386,FU105013765.A,"Nonfinancial corporate business; nonresidential intellectual property products, current cost basis",A,12-31-1946,12-31-2014
387,FU105013765.Q,"Nonfinancial corporate business; nonresidential intellectual property products, current cost basis",Q,12-31-1946,06-30-2015
388,FU105015205.A,"Nonfinancial corporate business; equipment, current cost basis ",A,12-31-1946,12-31-2014
389,FU105015205.Q,"Nonfinancial corporate business; equipment, current cost basis ",Q,12-31-1946,06-30-2015
